year,international,financial_aid,enroll,allowed_return,petition,on_campus,location_off_campus,semesters_off,semester_off_plans,enroll_percent_1,enroll_percent_2,on_campus_percent_1,opinion_eligibility,opinion_precautions,percent_infected_1,address_concerns_1,address_concerns_2,address_concerns_3,address_concerns_4,address_concerns_5,address_concerns_6,support_financial_ai,rating_overall_1,other_school,other_school_23_TEXT
2023,No,No,Somewhat likely,Extremely unlikely,Yes,,Living with Harvard friends,,Internship/Industry Work,80,70,20,Allows too few students back on campus,Too many precautionary measures taken,10,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat well,"Not enough money provided to off-campus students,Policy is not individualized enough",4,Other (please specify),Brown
2024,No,No,Somewhat unlikely,,,Somewhat likely,,Fall and Spring,Travel,82,75,50,Just right,Too many precautionary measures taken,8,Somewhat well,Somewhat poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Somewhat well,Policy is not individualized enough,7,Don't know enough to say,
2022,No,Yes,Somewhat likely,Extremely unlikely,No,,Living with Harvard friends,Fall only,Internship/Industry Work,70,65,60,Allows too few students back on campus,Just right,10,Very poorly ,Very poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,"Not enough money provided to off-campus students,Policy is not individualized enough",2,Yale,
2023,No,No,Extremely unlikely,,,,,"Fall, and maybe Spring depending on policy",Volunteering,67,63,23,"Number is just right, but it should be a different cohort in the Fall",Don't know enough to say,7,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Policy is not individualized enough,9,Don't know enough to say,
2021,No,No,Extremely unlikely,,,,,"Fall, and maybe Spring depending on policy",Internship/Industry Work,81,65,51,Allows too few students back on campus,Too many precautionary measures taken,15,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,"Not enough money provided to off-campus students,Policy is not individualized enough",2,Cornell,
2023,Yes,Yes,Somewhat likely,Somewhat unlikely,No,,Living with Harvard friends,"Fall, and maybe Spring depending on policy",,70,51,54,Allows too few students back on campus,Too few precautionary measures taken,20,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Agree with the policy,4,Princeton,
2024,No,No,Extremely likely,,,Extremely likely,,,,88,83,37,Don't know enough to say,Just right,13,Very well,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat well,Very well,Agree with the policy,9,Yale,
2021,No,No,Somewhat unlikely,Extremely unlikely,No,,Living with Harvard friends,"Fall, and maybe Spring depending on policy",Internship/Industry Work,80,60,41,Allows too few students back on campus,Don't know enough to say,10,Somewhat well,Somewhat poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Somewhat well,,3,Stanford,
2024,No,No,Extremely likely,,,Somewhat likely,,,,83,63,89,Don't know enough to say,Too few precautionary measures taken,20,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Very poorly ,Policy is not individualized enough,5,,
2024,No,No,Extremely likely,,,Extremely likely,,,,85,70,46,Allows too few students back on campus,Too many precautionary measures taken,5,Somewhat well,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Not enough money provided to off-campus students,2,Don't know enough to say,
2024,No,Yes,Extremely likely,,,Extremely likely,,,,64,94,39,Just right,Just right,5,Somewhat well,Somewhat poorly ,Somewhat poorly ,Very well,Very poorly ,Somewhat well,Policy is not individualized enough,8,Don't know enough to say,
2024,No,No,Somewhat likely,,,Somewhat likely,,Fall and Spring,Internship/Industry Work,80,80,40,Allows too few students back on campus,Too many precautionary measures taken,15,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Not enough money provided to off-campus students,3,Other (please specify),Brown
2021,No,Yes,Extremely unlikely,,,,,Fall only,Internship/Industry Work,43,66,36,Allows too few students back on campus,Just right,9,Somewhat poorly ,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Agree with the policy,8,Don't know enough to say,
2024,No,No,Extremely likely,,,Extremely likely,,,,85,85,30,Allows too few students back on campus,Too many precautionary measures taken,10,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat well,Policy is not individualized enough,5,Princeton,
2022,Yes,No,Somewhat likely,Extremely unlikely,No,,Living with Harvard friends,Fall only,Internship/Industry Work,75,60,40,"Number is just right, but it should be a different cohort in the Fall",Too many precautionary measures taken,3,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Very poorly ,Somewhat well,"Not enough money provided to off-campus students,Policy is not individualized enough",4,Other (please specify),"Brown, Columbia"
2024,No,Yes,Extremely likely,,,Somewhat unlikely,,,,81,85,82,Allows too few students back on campus,Too many precautionary measures taken,18,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Somewhat well,Agree with the policy,4,Yale,
2022,No,No,Extremely likely,Extremely unlikely,No,,Living with Harvard friends,,,60,50,10,Allows too few students back on campus,Too many precautionary measures taken,30,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Not enough money provided to off-campus students,1,Yale,
2024,No,Yes,Extremely likely,,,Extremely likely,,,,40,75,96,Just right,Don't know enough to say,30,Somewhat well,Very poorly ,Somewhat poorly ,Somewhat poorly ,Very poorly ,Somewhat poorly ,"Not enough money provided to off-campus students,Policy is not individualized enough",7,Don't know enough to say,
2023,No,Yes,Extremely likely,Somewhat likely,No,Somewhat unlikely,Family Home,,,51,24,11,Allows too few students back on campus,Too many precautionary measures taken,9,Somewhat poorly ,Very poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat well,"Not enough money provided to off-campus students,Policy is not individualized enough",4,Other (please specify),Brown
2023,No,No,Extremely likely,Extremely unlikely,No,,Living with Harvard friends,,,70,60,40,Just right,Too many precautionary measures taken,5,Somewhat poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat well,Policy is not individualized enough,7,Don't know enough to say,
2024,No,No,Extremely likely,,,Extremely likely,,,,70,70,60,Just right,Just right,20,Very well,Very well,Somewhat well,Somewhat well,Somewhat well,Very well,Agree with the policy,10,Don't know enough to say,
2021,No,Yes,Extremely likely,Somewhat likely,Yes,Somewhat likely,Living with Harvard friends,,,89,84,40,Allows too few students back on campus,Too many precautionary measures taken,6,Somewhat well,Somewhat poorly ,Somewhat poorly ,Very poorly ,Somewhat poorly ,Somewhat well,Policy is not individualized enough,4,Other (please specify),Brown
2021,No,No,Somewhat likely,Extremely unlikely,No,,Living with Harvard friends,Fall only,Internship/Industry Work,70,60,40,Allows too few students back on campus,Too many precautionary measures taken,5,Somewhat well,Somewhat well,Somewhat poorly ,Very poorly ,Very poorly ,Somewhat well,Policy is not individualized enough,3,Yale,
2021,No,Yes,Extremely likely,Somewhat unlikely,No,,Family Home,,,80,60,30,Just right,Just right,5,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat well,Somewhat well,Somewhat well,Agree with the policy,6,Don't know enough to say,
2021,No,No,Extremely likely,Extremely unlikely,No,,Living with Harvard friends,,,80,60,40,Just right,Just right,10,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Agree with the policy,8,Don't know enough to say,
2024,No,Yes,Extremely likely,,,Extremely likely,,,,70,90,30,"Number is just right, but it should be a different cohort in the Fall",Just right,5,Somewhat well,Somewhat poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Very poorly ,Policy is not individualized enough,7,Other (please specify),Brown
2022,No,No,Somewhat likely,Extremely unlikely,No,,Family Home,"Fall, and maybe Spring depending on policy",Internship/Industry Work,75,70,30,Allows too few students back on campus,Too many precautionary measures taken,1,Somewhat poorly ,Very poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Policy is not individualized enough,1,Cornell,
2024,No,Yes,Extremely likely,,,Extremely likely,,,,70,60,90,Allows too few students back on campus,Just right,40,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat well,Agree with the policy,8,Don't know enough to say,
2022,No,No,Extremely likely,Extremely unlikely,No,,Living with Harvard friends,,,80,60,45,Allows too few students back on campus,Too many precautionary measures taken,1,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Very poorly ,Policy is not individualized enough,5,Northeastern,
2024,No,No,Extremely likely,,,Extremely likely,,,,89,80,40,Allows too few students back on campus,Just right,2,Very well,Somewhat poorly ,Somewhat well,Somewhat well,Somewhat poorly ,Very well,Agree with the policy,5,Yale,
2024,No,Yes,Extremely likely,,,Extremely likely,,,,71,61,35,Just right,Just right,30,Somewhat well,Somewhat well,Very poorly ,Very poorly ,Very poorly ,Somewhat well,Not enough money provided to off-campus students,6,Duke,
2021,No,No,Extremely likely,Extremely unlikely,No,,Family Home,,,79,68,39,Allows too few students back on campus,Just right,4,Somewhat poorly ,Very poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Very well,Policy is not individualized enough,8,Don't know enough to say,
2022,No,No,Extremely likely,Somewhat unlikely,No,,Living with Harvard friends,,,61,62,32,Allows too few students back on campus,Too many precautionary measures taken,20,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Not enough money provided to off-campus students,6,Don't know enough to say,
2024,No,Yes,Extremely likely,,,Extremely likely,,,,87,85,26,Just right,Just right,39,Somewhat poorly ,Somewhat well,Somewhat poorly ,Very poorly ,Somewhat poorly ,Very well,Agree with the policy,8,Don't know enough to say,
2024,No,Yes,Somewhat likely,,,Extremely likely,,"Fall, and maybe Spring depending on policy",Internship/Industry Work,70,68,50,Allows too few students back on campus,Don't know enough to say,25,Somewhat poorly ,Very well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Very well,Agree with the policy,5,Don't know enough to say,
2024,No,No,Extremely likely,,,Extremely likely,,,,70,80,30,Allows too few students back on campus,Just right,10,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Very well,Agree with the policy,6,Other (please specify),University of Pennsylvania
2024,No,Yes,Extremely likely,,,Extremely likely,,,,90,90,40,Allows too few students back on campus,Too many precautionary measures taken,5,Somewhat well,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Somewhat well,Policy is not individualized enough,5,Don't know enough to say,
2021,No,Yes,Extremely likely,Extremely unlikely,No,,Living with Harvard friends,,,65,50,55,Allows too few students back on campus,Don't know enough to say,25,Somewhat poorly ,Very poorly ,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Policy is not individualized enough,5,Yale,
2023,No,Yes,Extremely likely,Extremely unlikely,No,,Family Home,,,85,94,36,Just right,Too few precautionary measures taken,20,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat poorly ,Somewhat well,Policy is not individualized enough,8,MIT,
2024,No,Yes,Extremely likely,,,Extremely likely,,,,85,95,70,Just right,Don't know enough to say,25,Somewhat well,Somewhat poorly ,Somewhat well,Very poorly ,Very poorly ,Somewhat well,Not enough money provided to off-campus students,8,Don't know enough to say,
2023,No,Yes,Extremely likely,Somewhat likely,No,Somewhat likely,Living with Harvard friends,,,70,60,25,Don't know enough to say,Don't know enough to say,10,Somewhat well,Somewhat poorly ,Somewhat well,Somewhat poorly ,,Somewhat poorly ,Not enough money provided to off-campus students,6,Don't know enough to say,
2024,No,No,Extremely likely,,,Extremely likely,,,,80,75,80,Just right,Too many precautionary measures taken,5,Somewhat well,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,Very well,Policy is not individualized enough,5,Stanford,
2024,No,Yes,Extremely likely,,,Somewhat likely,,,,80,90,30,Just right,Just right,60,Very well,Very well,Somewhat well,Somewhat well,Somewhat poorly ,Somewhat well,Agree with the policy,5,Don't know enough to say,
2024,No,Yes,Extremely likely,,,Extremely likely,,,,65,90,40,Allows too few students back on campus,Just right,25,Somewhat poorly ,Somewhat well,Somewhat poorly ,Very poorly ,Somewhat poorly ,Somewhat well,Agree with the policy,7,Yale,
2024,No,No,Extremely likely,,,Extremely likely,,,,70,90,80,Allows too few students back on campus,Too many precautionary measures taken,5,Somewhat well,Somewhat well,Somewhat well,Somewhat poorly ,Somewhat poorly ,Somewhat well,Agree with the policy,5,Princeton,
2024,No,No,Extremely likely,,,Extremely likely,,,,80,70,30,Allows too few students back on campus,Too many precautionary measures taken,10,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Very poorly ,Somewhat poorly ,"Not enough money provided to off-campus students,Policy is not individualized enough",2,Duke,
2022,No,Yes,Extremely likely,Somewhat likely,No,Extremely unlikely,Living with Harvard friends,,,65,50,55,"Number is just right, but it should be a different cohort in the Fall",Just right,40,Somewhat poorly ,Very poorly ,Somewhat poorly ,Very poorly ,Very poorly ,Somewhat poorly ,"Not enough money provided to off-campus students,Policy is not individualized enough",7,Yale,
2024,No,Yes,Extremely likely,,,Extremely likely,,,,30,70,30,Just right,Just right,10,Very well,Very well,Very well,Very well,Very well,Very well,Agree with the policy,8,Don't know enough to say,
2024,No,No,Extremely likely,,,Extremely likely,,,,71,90,29,Allows too few students back on campus,Just right,8,Very well,Somewhat well,Somewhat well,Somewhat poorly ,Somewhat well,Very well,Agree with the policy,7,Duke,
2023,No,Yes,Extremely likely,Somewhat unlikely,No,,Family Home,,,75,70,50,Just right,Just right,25,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Agree with the policy,8,Don't know enough to say,
